Name,Version,Download URL,Package URL,License,Description
kguiaddons,5.57.0,http://download.kde.org/stable/frameworks/5.57/kguiaddons-5.57.0.tar.xz,https://projects.kde.org/projects/frameworks/kguiaddons/repository,LGPLv2.1+,Addons to QtGui
kholidays,5.57.0,http://download.kde.org/stable/frameworks/5.57/kholidays-5.57.0.tar.xz,https://projects.kde.org/projects/frameworks/kholidays/repository,LGPLv2.1+,Holiday calculation library
khtml,5.57.0,http://download.kde.org/stable/frameworks/5.57/khtml-5.57.0.tar.xz,https://projects.kde.org/projects/frameworks/khtml/repository,LGPLv2.1+,KHTML APIs
ki18n,5.57.0,http://download.kde.org/stable/frameworks/5.57/ki18n-5.57.0.tar.xz,https://projects.kde.org/projects/frameworks/ki18n/repository,LGPLv2.1+,Advanced internationalization framework
kiconthemes,5.57.0,http://download.kde.org/stable/frameworks/5.57/kiconthemes-5.57.0.tar.xz,https://projects.kde.org/projects/frameworks/kiconthemes/repository,LGPLv2.1+,Support for icon themes
kidletime,5.57.0,http://download.kde.org/stable/frameworks/5.57/kidletime-5.57.0.tar.xz,https://projects.kde.org/projects/frameworks/kidletime/repository,LGPLv2.1+,Monitoring user activity
kimageformats,5.57.0,http://download.kde.org/stable/frameworks/5.57/kimageformats-5.57.0.tar.xz,https://projects.kde.org/projects/frameworks/kimageformats/repository,LGPLv2.1+,Image format plugins for Qt
kinit,5.57.0,http://download.kde.org/stable/frameworks/5.57/kinit-5.57.0.tar.xz,https://projects.kde.org/projects/frameworks/kinit/repository,LGPLv2.1+,Process launcher to speed up launching KDE applications
kio,5.57.0,http://download.kde.org/stable/frameworks/5.57/kio-5.57.0.tar.xz,https://projects.kde.org/projects/frameworks/kio/repository,LGPLv2.1+,Resource and network access abstraction
kirigami,5.57.0,http://download.kde.org/stable/frameworks/5.57/kirigami-5.57.0.tar.xz,https://projects.kde.org/projects/frameworks/kirigami/repository,LGPLv2.1+,QtQuick plugins to build user interfaces based on the KDE human interface guidelines
kitemmodels,5.57.0,http://download.kde.org/stable/frameworks/5.57/kitemmodels-5.57.0.tar.xz,https://projects.kde.org/projects/frameworks/kitemmodels/repository,LGPLv2.1+,Models for Qt Model/View system
kitemviews,5.57.0,http://download.kde.org/stable/frameworks/5.57/kitemviews-5.57.0.tar.xz,https://projects.kde.org/projects/frameworks/kitemviews/repository,LGPLv2.1+,Widget addons for Qt Model/View
kjobwidgets,5.57.0,http://download.kde.org/stable/frameworks/5.57/kjobwidgets-5.57.0.tar.xz,https://projects.kde.org/projects/frameworks/kjobwidgets/repository,LGPLv2.1+,Widgets for tracking KJob instances
kjs,5.57.0,http://download.kde.org/stable/frameworks/5.57/kjs-5.57.0.tar.xz,https://projects.kde.org/projects/frameworks/kjs/repository,LGPLv2.1+,Support for JS scripting in applications
kjsembed,5.57.0,http://download.kde.org/stable/frameworks/5.57/kjsembed-5.57.0.tar.xz,https://projects.kde.org/projects/frameworks/kjsembed/repository,LGPLv2.1+,Embedded JS
kmediaplayer,5.57.0,http://download.kde.org/stable/frameworks/5.57/kmediaplayer-5.57.0.tar.xz,https://projects.kde.org/projects/frameworks/kmediaplayer/repository,LGPLv2.1+,Plugin interface for media player features
knewstuff,5.57.0,http://download.kde.org/stable/frameworks/5.57/knewstuff-5.57.0.tar.xz,https://projects.kde.org/projects/frameworks/knewstuff/repository,LGPLv2.1+,Support for downloading application assets from the network
knotifications,5.57.0,http://download.kde.org/stable/frameworks/5.57/knotifications-5.57.0.tar.xz,https://projects.kde.org/projects/frameworks/knotifications/repository,LGPLv2.1+,Abstraction for system notifications
knotifyconfig,5.57.0,http://download.kde.org/stable/frameworks/5.57/knotifyconfig-5.57.0.tar.xz,https://projects.kde.org/projects/frameworks/knotifyconfig/repository,LGPLv2.1+,Configuration system for KNotify
kpackage,5.57.0,http://download.kde.org/stable/frameworks/5.57/kpackage-5.57.0.tar.xz,https://projects.kde.org/projects/frameworks/kpackage/repository,LGPLv2.1+,Library to load and install packages of non binary files as they were a plugin
kparts,5.57.0,http://download.kde.org/stable/frameworks/5.57/kparts-5.57.0.tar.xz,https://projects.kde.org/projects/frameworks/kparts/repository,LGPLv2.1+,Document centric plugin system
kpeople,5.57.0,http://download.kde.org/stable/frameworks/5.57/kpeople-5.57.0.tar.xz,https://projects.kde.org/projects/frameworks/kpeople/repository,LGPLv2.1+,Provides access to all contacts and the people who hold them
kplotting,5.57.0,http://download.kde.org/stable/frameworks/5.57/kplotting-5.57.0.tar.xz,https://projects.kde.org/projects/frameworks/kplotting/repository,LGPLv2.1+,Lightweight plotting framework
kprintutils,5.57.0,http://download.kde.org/stable/frameworks/5.57/kprintutils-5.57.0.tar.xz,https://projects.kde.org/projects/frameworks/kprintutils/repository,LGPLv2.1+,Print dialogs
kpty,5.57.0,http://download.kde.org/stable/frameworks/5.57/kpty-5.57.0.tar.xz,https://projects.kde.org/projects/frameworks/kpty/repository,LGPLv2.1+,Pty abstraction
kross,5.57.0,http://download.kde.org/stable/frameworks/5.57/kross-5.57.0.tar.xz,https://projects.kde.org/projects/frameworks/kross/repository,LGPLv2.1+,Multi-language application scripting
krunner,5.57.0,http://download.kde.org/stable/frameworks/5.57/krunner-5.57.0.tar.xz,https://projects.kde.org/projects/frameworks/krunner/repository,LGPLv2.1+,Parallelized query system
kservice,5.57.0,http://download.kde.org/stable/frameworks/5.57/kservice-5.57.0.tar.xz,https://projects.kde.org/projects/frameworks/kservice/repository,LGPLv2.1+,Advanced plugin and service introspection
ktexteditor,5.57.0,http://download.kde.org/stable/frameworks/5.57/ktexteditor-5.57.0.tar.xz,https://projects.kde.org/projects/frameworks/ktexteditor/repository,LGPLv2.1+,Advanced embeddable text editor
ktextwidgets,5.57.0,http://download.kde.org/stable/frameworks/5.57/ktextwidgets-5.57.0.tar.xz,https://projects.kde.org/projects/frameworks/ktextwidgets/repository,LGPLv2.1+,Advanced text editing widgets
kunitconversion,5.57.0,http://download.kde.org/stable/frameworks/5.57/kunitconversion-5.57.0.tar.xz,https://projects.kde.org/projects/frameworks/kunitconversion/repository,LGPLv2.1+,Support for unit conversion
kwallet,5.57.0,http://download.kde.org/stable/frameworks/5.57/kwallet-5.57.0.tar.xz,https://projects.kde.org/projects/frameworks/kwallet/repository,LGPLv2.1+,Secure and unified container for user passwords
kwidgetsaddons,5.57.0,http://download.kde.org/stable/frameworks/5.57/kwidgetsaddons-5.57.0.tar.xz,https://projects.kde.org/projects/frameworks/kwidgetsaddons/repository,LGPLv2.1+,Addons to QtWidgets
kwindowsystem,5.57.0,http://download.kde.org/stable/frameworks/5.57/kwindowsystem-5.57.0.tar.xz,https://projects.kde.org/projects/frameworks/kwindowsystem/repository,LGPLv2.1+,Access to the windowing system
kxmlgui,5.57.0,http://download.kde.org/stable/frameworks/5.57/kxmlgui-5.57.0.tar.xz,https://projects.kde.org/projects/frameworks/kxmlgui/repository,LGPLv2.1+,User configurable main windows
kxmlrpcclient,5.57.0,http://download.kde.org/stable/frameworks/5.57/kxmlrpcclient-5.57.0.tar.xz,https://projects.kde.org/projects/frameworks/kxmlrpcclient/repository,LGPLv2.1+,Interaction with XMLRPC services
modemmanager-qt,5.57.0,http://download.kde.org/stable/frameworks/5.57/modemmanager-qt-5.57.0.tar.xz,https://projects.kde.org/projects/frameworks/modemmanager-qt/repository,LGPLv2.1+,Qt wrapper for ModemManager API
networkmanager-qt,5.57.0,http://download.kde.org/stable/frameworks/5.57/networkmanager-qt-5.57.0.tar.xz,https://projects.kde.org/projects/frameworks/networkmanager-qt/repository,LGPLv2.1+,Qt wrapper for NetworkManager API
oxygen-icons5,5.57.0,http://download.kde.org/stable/frameworks/5.57/oxygen-icons5-5.57.0.tar.xz,https://projects.kde.org/projects/frameworks/oxygen-icons5/repository,LGPLv2.1+,Oxygen icon theme
plasma-framework,5.57.0,http://download.kde.org/stable/frameworks/5.57/plasma-framework-5.57.0.tar.xz,https://projects.kde.org/projects/frameworks/plasma-framework/repository,LGPLv2.1+,Plugin based UI runtime used to write primary user interfaces
prison,5.57.0,http://download.kde.org/stable/frameworks/5.57/prison-5.57.0.tar.xz,https://projects.kde.org/projects/frameworks/prison/repository,LGPLv2.1+,Barcode abstraction layer providing uniform access to generation of barcodes
purpose,5.57.0,http://download.kde.org/stable/frameworks/5.57/purpose-5.57.0.tar.xz,https://projects.kde.org/projects/frameworks/purpose/repository,LGPLv2.1+,Offers available actions for a specific purpose
qqc2-desktop-style,5.57.0,http://download.kde.org/stable/frameworks/5.57/qqc2-desktop-style-5.57.0.tar.xz,https://projects.kde.org/projects/frameworks/qqc2-desktop-style/repository,LGPLv2.1+,QtQuickControls 2 style that integrates with the desktop
solid,5.57.0,http://download.kde.org/stable/frameworks/5.57/solid-5.57.0.tar.xz,https://projects.kde.org/projects/frameworks/solid/repository,LGPLv2.1+,Hardware integration and detection
sonnet,5.57.0,http://download.kde.org/stable/frameworks/5.57/sonnet-5.57.0.tar.xz,https://projects.kde.org/projects/frameworks/sonnet/repository,LGPLv2.1+,Support for spellchecking
syndication,5.57.0,http://download.kde.org/stable/frameworks/5.57/syndication-5.57.0.tar.xz,https://projects.kde.org/projects/frameworks/syndication/repository,LGPLv2.1+,An RSS/Atom parser library
syntax-highlighting,5.57.0,http://download.kde.org/stable/frameworks/5.57/syntax-highlighting-5.57.0.tar.xz,https://projects.kde.org/projects/frameworks/syntax-highlighting/repository,LGPLv2.1+,Syntax Highlighting
threadweaver,5.57.0,http://download.kde.org/stable/frameworks/5.57/threadweaver-5.57.0.tar.xz,https://projects.kde.org/projects/frameworks/threadweaver/repository,LGPLv2.1+,High-level multithreading framework
